7.442331314086914062e-01,1.868451232910156250e+02,5.736631155014038086e-01
6.957387924194335938e-01,1.528749847412109375e+02,1.254992842674255371e+00
6.477327346801757812e-01,1.259147567749023438e+02,6.580156087875366211e-01
4.278658702969551086e-02,1.534503021240234375e+02,7.908710241317749023e-01
8.721799850463867188e-01,1.002108078002929688e+02,3.573306798934936523e-01
1.476678699254989624e-01,1.665141143798828125e+02,1.162244200706481934e+00
5.425405502319335938e-01,1.350808258056640625e+02,9.778112173080444336e-01
-1.617689281702041626e-01,1.680158691406250000e+02,9.348233938217163086e-01
-2.456426769495010376e-01,1.357946014404296875e+02,1.386571288108825684e+00
4.464979171752929688e-01,1.334282073974609375e+02,5.122216939926147461e-01
1.192036628723144531e+00,2.046099700927734375e+02,3.602594137191772461e-01
2.239065021276473999e-01,1.643438568115234375e+02,1.199502348899841309e+00
1.107472419738769531e+00,2.077294311523437500e+02,1.738685369491577148e-01
1.156592369079589844e+00,1.918567047119140625e+02,6.550077199935913086e-01
3.317041397094726562e-01,1.756490478515625000e+02,5.684207677841186523e-01
7.869558334350585938e-01,1.091749038696289062e+02,9.200071096420288086e-01
6.351499557495117188e-01,1.811370391845703125e+02,5.488628149032592773e-01
2.353353351354598999e-01,1.292555084228515625e+02,4.275420904159545898e-01
-1.704511791467666626e-01,1.510096588134765625e+02,6.019042730331420898e-01
1.069057732820510864e-03,1.601215972900390625e+02,4.001034498214721680e-01
9.986009597778320312e-01,7.635007476806640625e+01,1.401733160018920898e-01
3.739290237426757812e-01,7.189240264892578125e+01,9.521535634994506836e-01
4.226236343383789062e-01,1.000812911987304688e+02,9.269803762435913086e-01
1.565144538879394531e+00,2.016736907958984375e+02,4.033287763595581055e-01
6.966772079467773438e-01,1.814794769287109375e+02,7.138894796371459961e-01
2.965726852416992188e-01,1.309059753417968750e+02,9.216283559799194336e-01
1.644697040319442749e-01,1.489438018798828125e+02,8.179143667221069336e-01
8.170843124389648438e-01,1.092145538330078125e+02,2.827171087265014648e-01
1.494893878698348999e-01,1.455865936279296875e+02,1.356490492820739746e+00
-1.399164348840713501e-01,9.574018096923828125e+01,1.102355360984802246e+00
-3.092489242553710938e-01,1.581614837646484375e+02,8.617509603500366211e-01
3.340768814086914062e-01,1.816826629638671875e+02,8.002189397811889648e-01
5.188055038452148438e-01,1.464461517333984375e+02,1.606361746788024902e+00
