5.775844454765319824e-01,1.545223541259765625e+02,5.550996661186218262e-01
-1.498077213764190674e-01,1.447481231689453125e+02,5.970235466957092285e-01
6.113778948783874512e-01,1.263698196411132812e+02,7.456563115119934082e-01
4.864237010478973389e-01,1.713209533691406250e+02,6.832016110420227051e-01
7.516047358512878418e-01,9.962982940673828125e+01,9.413842558860778809e-01
3.134009540081024170e-01,1.424340209960937500e+02,6.572092175483703613e-01
4.184233844280242920e-01,1.282927703857421875e+02,7.253457903861999512e-01
1.844675242900848389e-01,1.336937561035156250e+02,2.061514407396316528e-01
2.653271853923797607e-01,1.341799316406250000e+02,1.908648759126663208e-01
6.355258822441101074e-01,1.372602539062500000e+02,6.825885176658630371e-01
7.637020945549011230e-01,2.009521026611328125e+02,8.296832442283630371e-01
-1.277916729450225830e-01,1.582257385253906250e+02,6.867666840553283691e-01
9.183165431022644043e-01,2.084722290039062500e+02,8.794761300086975098e-01
-3.103478252887725830e-01,1.820626068115234375e+02,-2.301317900419235229e-01
6.703416705131530762e-01,1.775678405761718750e+02,7.027714848518371582e-01
1.819340884685516357e-01,8.749147796630859375e+01,8.966333270072937012e-01
7.163230776786804199e-01,1.816291656494140625e+02,8.137069344520568848e-01
4.087164103984832764e-01,1.498073425292968750e+02,4.524759650230407715e-01
7.613212466239929199e-01,1.330494232177734375e+02,6.620973944664001465e-01
-8.248289227485656738e-01,3.829890060424804688e+01,1.873710393905639648e+00
4.910885989665985107e-01,5.613107681274414062e+01,1.137232542037963867e+00
9.458937048912048340e-01,4.413487243652343750e+01,7.897002100944519043e-01
1.023991346359252930e+00,9.614512634277343750e+01,8.570258021354675293e-01
7.462980151176452637e-01,2.192062683105468750e+02,2.873249650001525879e-01
6.058747172355651855e-01,1.822812957763671875e+02,7.897941470146179199e-01
6.035160422325134277e-01,9.045975494384765625e+01,8.134797215461730957e-01
5.878178477287292480e-01,1.511479949951171875e+02,6.365714669227600098e-01
8.806275725364685059e-01,1.145612716674804688e+02,7.746258378028869629e-01
6.403109431266784668e-01,1.475652618408203125e+02,4.603808522224426270e-01
-2.954516792669892311e-03,8.996132659912109375e+01,4.603775143623352051e-01
7.352692484855651855e-01,1.366830291748046875e+02,7.126818299293518066e-01
4.509103000164031982e-01,1.368719329833984375e+02,4.931969046592712402e-01
-5.837014690041542053e-02,1.122343215942382812e+02,6.417065262794494629e-01
6.829254031181335449e-01,1.726215209960937500e+02,7.330388426780700684e-01
5.701987147331237793e-01,1.114722442626953125e+02,1.059237599372863770e+00
6.760417819023132324e-01,1.730471191406250000e+02,6.834921240806579590e-01
4.584026038646697998e-01,6.068498229980468750e+01,1.009540200233459473e+00
7.383782267570495605e-01,1.199489746093750000e+02,7.264447808265686035e-01
1.418034732341766357e-01,1.595451049804687500e+02,3.139902949333190918e-01
6.042308211326599121e-01,4.911586380004882812e+01,1.000119686126708984e+00
7.787486165761947632e-02,1.161472549438476562e+02,8.522394299507141113e-01
1.769753918051719666e-02,1.538727569580078125e+02,5.877613425254821777e-01
1.663067042827606201e-01,1.419428710937500000e+02,6.206752657890319824e-01
3.701030910015106201e-01,1.441307678222656250e+02,4.853499531745910645e-01
8.174311518669128418e-01,1.648650512695312500e+02,7.633987069129943848e-01
3.533646762371063232e-01,1.732398834228515625e+02,5.375047326087951660e-01
6.626045107841491699e-01,1.648122253417968750e+02,8.934914469718933105e-01
4.961862266063690186e-01,9.151280212402343750e+01,6.051685214042663574e-01
8.005110621452331543e-01,5.974305725097656250e+01,1.079320669174194336e+00
6.849052309989929199e-01,1.224629287719726562e+02,7.774028182029724121e-01
4.322011172771453857e-01,1.359895629882812500e+02,6.393662095069885254e-01
6.752287745475769043e-01,1.171439514160156250e+02,5.718855261802673340e-01
5.601068958640098572e-02,1.090863876342773438e+02,5.636613965034484863e-01
2.136194407939910889e-01,9.981078338623046875e+01,5.324979424476623535e-01
4.019763171672821045e-01,8.389844512939453125e+01,7.794256806373596191e-01
6.410881876945495605e-01,1.679199523925781250e+02,8.830192685127258301e-01
4.596235454082489014e-01,9.409500885009765625e+01,6.938496232032775879e-01
7.794470191001892090e-01,5.502900695800781250e+01,1.308221697807312012e+00
6.370431780815124512e-01,1.939877624511718750e+02,6.765627264976501465e-01
2.574076354503631592e-01,6.419786071777343750e+01,1.369966149330139160e+00
8.358690142631530762e-01,1.044145889282226562e+02,8.512791991233825684e-01
3.891679942607879639e-01,9.743807983398437500e+01,7.100421786308288574e-01
2.708942592144012451e-01,1.407485809326171875e+02,1.460394978523254395e+00
5.939909815788269043e-01,1.849220733642578125e+02,9.434495568275451660e-01
-3.383373320102691650e-01,4.072072219848632812e+01,9.712052941322326660e-01
4.582826793193817139e-01,1.965786132812500000e+02,7.524490952491760254e-01
6.625649333000183105e-01,1.285026245117187500e+02,9.588273167610168457e-01
